timestamp,flight,t,gs,track,baro_rate,lat,lon,alt
2024-07-01 00:18:30,N9294Q,P28A,27.3,151.56,,44.046983,-103.059932,0
2024-07-01 00:18:35,N9294Q,P28A,27.3,151.56,,44.046983,-103.059932,0
2024-07-01 00:18:40,N9294Q,P28A,27.3,151.56,,44.046983,-103.059932,0
2024-07-01 00:18:45,N9294Q,P28A,27.3,151.56,,44.046983,-103.059932,0
2024-07-01 00:18:50,N9294Q,P28A,27.3,151.56,,44.045013,-103.058528,0
2024-07-01 00:18:55,N9294Q,P28A,23.8,157.75,,44.044189,-103.057954,0
2024-07-01 00:19:00,N9294Q,P28A,15.0,216.87,,44.043724,-103.057774,0
2024-07-01 00:19:05,N9294Q,P28A,12.2,235.01,,44.043491,-103.057905,0
2024-07-01 00:19:10,N9294Q,P28A,12.2,235.01,,44.043491,-103.057905,0
2024-07-01 00:19:15,N9294Q,P28A,12.2,235.01,,44.043491,-103.057905,0
2024-07-01 00:19:20,N9294Q,P28A,12.2,235.01,,44.043491,-103.057905,0
2024-07-01 00:19:25,N9294Q,P28A,12.2,235.01,,44.043491,-103.057905,0
2024-07-01 00:19:30,N9294Q,P28A,12.2,235.01,,44.043491,-103.057905,0
2024-07-01 00:19:35,N9294Q,P28A,12.2,235.01,,44.043491,-103.057905,0
2024-07-01 00:19:40,N9294Q,P28A,12.2,235.01,,44.043491,-103.057905,0
2024-07-01 00:19:45,N9294Q,P28A,12.2,235.01,,44.043491,-103.057905,0
2024-07-01 00:19:50,N9294Q,P28A,12.2,235.01,,44.043491,-103.057905,0
2024-07-01 00:19:55,N9294Q,P28A,12.2,235.01,,44.043491,-103.057905,0
2024-07-01 00:20:00,N9294Q,P28A,12.2,235.01,,44.043491,-103.057905,0
2024-07-01 00:41:25,CCQ477,BE9L,210.8,103.44,,44.173977,-103.286133,3496
2024-07-01 00:41:30,CCQ477,BE9L,209.1,103.84,,44.172813,-103.279332,3396
2024-07-01 00:41:35,CCQ477,BE9L,207.6,104.5,,44.171603,-103.272792,3196
2024-07-01 00:41:40,CCQ477,BE9L,206.7,104.57,,44.170441,-103.266502,3096
2024-07-01 00:41:45,CCQ477,BE9L,203.7,104.79,,44.16925,-103.260115,2896
2024-07-01 00:41:50,CCQ477,BE9L,202.1,105.21,,44.168015,-103.253791,2796
